hs_code,year,name,País,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
24011001,2020,Exports valor,Total,"1,807,111","1,481,163","2,421,058","543,589","2,895,845","1,931,029","864,957","451,448","863,335","1,296,509","1,146,564","1,210,276"
24011001,2020,Exports valor,República Dominicana,"558,023","1,194,742","619,388",0,"482,598","643,790","544,558",15,"167,220","877,592","71,170","522,427"
24011001,2020,Exports valor,Nicaragua (República de),"1,249,080","100,198","1,800,849","543,589","1,312,542","722,845","320,368",0,"237,732","418,892","510,397","419,901"
24011001,2020,Exports valor,Indonesia (República de),0,0,0,0,0,0,0,0,0,0,0,"267,928"
24011001,2020,Exports valor,Estados Unidos de América,8,85,821,0,0,"98,018",28,4,4,0,14,20
24011001,2020,Exports valor,Países Bajos (Reino de Los),0,0,0,0,0,0,3,0,0,23,0,0
24011001,2020,Exports valor,Filipinas (República de),0,0,0,0,0,0,0,0,0,0,"212,030",0
24011001,2020,Exports valor,"Bélgica, (Reino de)",0,0,0,0,"467,719","466,376",0,"451,429","458,379",0,"352,953",0
24011001,2020,Exports valor,Alemania (República Federal de),0,"186,138",0,0,1,0,0,0,0,2,0,0
24011001,2020,Exports valor,España (Reino de),0,0,0,0,"11,340",0,0,0,0,0,0,0
24011001,2020,Exports valor,Guatemala (República de),0,0,0,0,"442,126",0,0,0,0,0,0,0
24011001,2020,Exports valor,Honduras (República de),0,0,0,0,"179,519",0,0,0,0,0,0,0
24011001,2020,Exports valor,"Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional."
24011001,2020,Exports volume,Total,"89,466","92,642","130,659","31,173","127,397","104,286","59,989","14,643","30,079","56,582","56,502","98,217"
