hs_code,year,name,País,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
20011001,2020,Exports valor,Total,"120,465","24,238","17,394","84,179","544,122","819,679","936,049","1,035,800","972,915","1,029,499","950,823","1,002,038"
20011001,2020,Exports valor,Estados Unidos de América,"111,525","24,238","17,394","84,179","524,840","819,679","936,049","1,034,180","969,230","1,010,357","948,393","955,462"
20011001,2020,Exports valor,Arabia Saudita (Reino de),0,0,0,0,"19,282",0,0,0,0,0,0,"46,576"
20011001,2020,Exports valor,Belice,0,0,0,0,0,0,0,0,176,0,0,0
20011001,2020,Exports valor,Canadá,0,0,0,0,0,0,0,0,0,62,0,0
20011001,2020,Exports valor,República Checa,0,0,0,0,0,0,0,"1,620","2,430",0,"2,430",0
20011001,2020,Exports valor,Francia,"8,940",0,0,0,0,0,0,0,0,"19,080",0,0
20011001,2020,Exports valor,Hong Kong (Teritorio de ),0,0,0,0,0,0,0,0,"1,079",0,0,0
20011001,2020,Exports valor,"Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional."
20011001,2020,Exports volume,Total,"458,721","36,043","51,122","54,414","381,460","494,182","514,848","554,322","122,172,543","590,111","492,075","628,795"
