hs_code,year,name,País,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
52010001,2020,Exports valor,Total,"332,889","448,018","1,033,248","192,931","46,320",0,"166,496","13,280",0,0,0,0
52010001,2020,Exports valor,China (República Popular de),0,0,0,"192,931","46,320",0,"166,496",0,0,0,0,0
52010001,2020,Exports valor,Pakistan (República Islámica de),"246,748",0,"923,198",0,0,0,0,"13,280",0,0,0,0
52010001,2020,Exports valor,Taiwan (Taipe chino),"86,141",0,0,0,0,0,0,0,0,0,0,0
52010001,2020,Exports valor,Estados Unidos de América,0,"329,831","110,050",0,0,0,0,0,0,0,0,0
52010001,2020,Exports valor,Vietnam (República Socialista de),0,"118,187",0,0,0,0,0,0,0,0,0,0
52010001,2020,Exports valor,"Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional.","Fuente: SE con base en SAT, SE, BANXICO, INEGI. Balanza Comercial de Mercancías de México 2003 - 2020 SNIEG. Información de Interés Nacional."
52010001,2020,Exports volume,Total,"263,209","320,926","786,884","143,019","35,647",0,"142,033","19,038",0,0,0,0
52010001,2020,Exports volume,China (República Popular de),0,0,0,"143,019","35,647",0,"142,033",0,0,0,0,0
52010001,2020,Exports volume,Pakistan (República Islámica de),"202,953",0,"699,461",0,0,0,0,"19,038",0,0,0,0
52010001,2020,Exports volume,Taiwan (Taipe chino),"60,256",0,0,0,0,0,0,0,0,0,0,0
52010001,2020,Exports volume,Estados Unidos de América,0,"224,238","87,423",0,0,0,0,0,0,0,0,0
52010001,2020,Exports volume,Vietnam (República Socialista de),0,"96,688",0,0,0,0,0,0,0,0,0,0
